"","time","posX","posY","orientation","mac","signal","rawTime"
"19101",2006-02-11 15:54:47,11.76,7.76,180,"00:14:bf:b1:97:81",-60,1139694887686
"19102",2006-02-11 15:54:47,11.76,7.76,180,"00:0f:a3:39:dd:cd",-62,1139694887686
"19103",2006-02-11 15:54:47,11.76,7.76,180,"00:14:bf:b1:97:8a",-57,1139694887686
"19107",2006-02-11 15:54:47,11.76,7.76,180,"00:14:bf:3b:c7:c6",-54,1139694887938
"19108",2006-02-11 15:54:47,11.76,7.76,180,"00:0f:a3:39:e1:c0",-48,1139694887938
"19109",2006-02-11 15:54:47,11.76,7.76,180,"00:14:bf:b1:97:8d",-55,1139694887938
"19110",2006-02-11 15:54:47,11.76,7.76,180,"00:0f:a3:39:dd:cd",-63,1139694887938
"19111",2006-02-11 15:54:47,11.76,7.76,180,"00:14:bf:b1:97:90",-70,1139694887938
"19114",2006-02-11 15:54:48,11.76,7.76,180,"00:14:bf:b1:97:8d",-49,1139694888190
"19115",2006-02-11 15:54:48,11.76,7.76,180,"00:0f:a3:39:e1:c0",-49,1139694888190
"19116",2006-02-11 15:54:48,11.76,7.76,180,"00:14:bf:b1:97:81",-59,1139694888190
"19117",2006-02-11 15:54:48,11.76,7.76,180,"00:14:bf:b1:97:90",-68,1139694888190
"19118",2006-02-11 15:54:48,11.76,7.76,180,"00:0f:a3:39:dd:cd",-64,1139694888190
"19119",2006-02-11 15:54:48,11.76,7.76,180,"00:14:bf:3b:c7:c6",-54,1139694888190
"19120",2006-02-11 15:54:48,11.76,7.76,180,"00:14:bf:b1:97:8a",-59,1139694888190
"19123",2006-02-11 15:54:48,11.76,7.76,180,"00:14:bf:b1:97:8d",-48,1139694888442
"19124",2006-02-11 15:54:48,11.76,7.76,180,"00:14:bf:3b:c7:c6",-55,1139694888442
"19125",2006-02-11 15:54:48,11.76,7.76,180,"00:0f:a3:39:e1:c0",-49,1139694888442
"19126",2006-02-11 15:54:48,11.76,7.76,180,"00:14:bf:b1:97:90",-63,1139694888442
"19127",2006-02-11 15:54:48,11.76,7.76,180,"00:0f:a3:39:dd:cd",-63,1139694888442
"19130",2006-02-11 15:54:48,11.76,7.76,180,"00:0f:a3:39:e1:c0",-49,1139694888694
"19131",2006-02-11 15:54:48,11.76,7.76,180,"00:14:bf:b1:97:8d",-55,1139694888694
"19132",2006-02-11 15:54:48,11.76,7.76,180,"00:14:bf:b1:97:81",-60,1139694888694
"19133",2006-02-11 15:54:48,11.76,7.76,180,"00:14:bf:b1:97:8a",-55,1139694888694
"19134",2006-02-11 15:54:48,11.76,7.76,180,"00:14:bf:3b:c7:c6",-57,1139694888694
"19135",2006-02-11 15:54:48,11.76,7.76,180,"00:14:bf:b1:97:90",-67,1139694888694
"19136",2006-02-11 15:54:48,11.76,7.76,180,"00:0f:a3:39:dd:cd",-62,1139694888694
"19139",2006-02-11 15:54:48,11.76,7.76,180,"00:0f:a3:39:e1:c0",-47,1139694888946
"19140",2006-02-11 15:54:48,11.76,7.76,180,"00:14:bf:b1:97:8a",-57,1139694888946
"19141",2006-02-11 15:54:48,11.76,7.76,180,"00:14:bf:b1:97:8d",-56,1139694888946
"19142",2006-02-11 15:54:48,11.76,7.76,180,"00:14:bf:b1:97:81",-56,1139694888946
"19143",2006-02-11 15:54:48,11.76,7.76,180,"00:0f:a3:39:dd:cd",-66,1139694888946
"19144",2006-02-11 15:54:48,11.76,7.76,180,"00:14:bf:b1:97:90",-68,1139694888946
"19145",2006-02-11 15:54:48,11.76,7.76,180,"00:14:bf:3b:c7:c6",-53,1139694888946
"19148",2006-02-11 15:54:49,11.76,7.76,180,"00:0f:a3:39:e1:c0",-48,1139694889198
"19149",2006-02-11 15:54:49,11.76,7.76,180,"00:14:bf:b1:97:8d",-60,1139694889198
"19150",2006-02-11 15:54:49,11.76,7.76,180,"00:14:bf:b1:97:81",-59,1139694889198
"19151",2006-02-11 15:54:49,11.76,7.76,180,"00:14:bf:3b:c7:c6",-54,1139694889198
"19152",2006-02-11 15:54:49,11.76,7.76,180,"00:0f:a3:39:dd:cd",-65,1139694889198
"19154",2006-02-11 15:54:49,11.76,7.76,180,"00:14:bf:3b:c7:c6",-58,1139694889450
"19155",2006-02-11 15:54:49,11.76,7.76,180,"00:0f:a3:39:e1:c0",-47,1139694889450
"19156",2006-02-11 15:54:49,11.76,7.76,180,"00:14:bf:b1:97:8d",-54,1139694889450
"19157",2006-02-11 15:54:49,11.76,7.76,180,"00:14:bf:b1:97:8d",-55,1139694889450
"19158",2006-02-11 15:54:49,11.76,7.76,180,"00:14:bf:b1:97:81",-60,1139694889450
"19159",2006-02-11 15:54:49,11.76,7.76,180,"00:14:bf:b1:97:8a",-56,1139694889450
"19160",2006-02-11 15:54:49,11.76,7.76,180,"00:14:bf:b1:97:90",-70,1139694889450
"19161",2006-02-11 15:54:49,11.76,7.76,180,"00:0f:a3:39:dd:cd",-64,1139694889450
"19164",2006-02-11 15:54:49,11.76,7.76,180,"00:0f:a3:39:e1:c0",-47,1139694889702
"19165",2006-02-11 15:54:49,11.76,7.76,180,"00:14:bf:b1:97:8d",-49,1139694889702
"19166",2006-02-11 15:54:49,11.76,7.76,180,"00:14:bf:b1:97:8a",-56,1139694889702
"19167",2006-02-11 15:54:49,11.76,7.76,180,"00:14:bf:3b:c7:c6",-56,1139694889702
"19168",2006-02-11 15:54:49,11.76,7.76,180,"00:14:bf:b1:97:90",-68,1139694889702
"19169",2006-02-11 15:54:49,11.76,7.76,180,"00:14:bf:b1:97:81",-57,1139694889702
"19170",2006-02-11 15:54:49,11.76,7.76,180,"00:0f:a3:39:dd:cd",-68,1139694889702
"19172",2006-02-11 15:54:49,11.76,7.76,180,"00:0f:a3:39:e1:c0",-48,1139694889954
"19173",2006-02-11 15:54:49,11.76,7.76,180,"00:14:bf:b1:97:8d",-55,1139694889954
"19174",2006-02-11 15:54:49,11.76,7.76,180,"00:14:bf:b1:97:81",-58,1139694889954
"19175",2006-02-11 15:54:49,11.76,7.76,180,"00:14:bf:b1:97:90",-62,1139694889954
"19176",2006-02-11 15:54:49,11.76,7.76,180,"00:0f:a3:39:dd:cd",-64,1139694889954
"19179",2006-02-11 15:54:50,11.76,7.76,180,"00:14:bf:b1:97:8d",-49,1139694890206
"19180",2006-02-11 15:54:50,11.76,7.76,180,"00:14:bf:3b:c7:c6",-53,1139694890206
"19181",2006-02-11 15:54:50,11.76,7.76,180,"00:0f:a3:39:e1:c0",-48,1139694890206
"19182",2006-02-11 15:54:50,11.76,7.76,180,"00:14:bf:b1:97:8a",-58,1139694890206
"19183",2006-02-11 15:54:50,11.76,7.76,180,"00:14:bf:b1:97:81",-59,1139694890206
"19184",2006-02-11 15:54:50,11.76,7.76,180,"00:14:bf:b1:97:90",-68,1139694890206
"19185",2006-02-11 15:54:50,11.76,7.76,180,"00:0f:a3:39:dd:cd",-64,1139694890206
"19187",2006-02-11 15:54:50,11.76,7.76,180,"00:0f:a3:39:e1:c0",-48,1139694890458
"19188",2006-02-11 15:54:50,11.76,7.76,180,"00:14:bf:b1:97:8d",-55,1139694890458
"19189",2006-02-11 15:54:50,11.76,7.76,180,"00:14:bf:b1:97:8a",-55,1139694890458
"19190",2006-02-11 15:54:50,11.76,7.76,180,"00:14:bf:3b:c7:c6",-57,1139694890458
"19191",2006-02-11 15:54:50,11.76,7.76,180,"00:0f:a3:39:dd:cd",-64,1139694890458
"19192",2006-02-11 15:54:50,11.76,7.76,180,"00:14:bf:b1:97:81",-62,1139694890458
"19193",2006-02-11 15:54:50,11.76,7.76,180,"00:14:bf:b1:97:90",-64,1139694890458
"19196",2006-02-11 15:54:50,11.76,7.76,180,"00:0f:a3:39:e1:c0",-49,1139694890710
"19197",2006-02-11 15:54:50,11.76,7.76,180,"00:14:bf:b1:97:8d",-50,1139694890710
"19198",2006-02-11 15:54:50,11.76,7.76,180,"00:14:bf:b1:97:81",-61,1139694890710
"19199",2006-02-11 15:54:50,11.76,7.76,180,"00:0f:a3:39:dd:cd",-64,1139694890710
"19200",2006-02-11 15:54:50,11.76,7.76,180,"00:14:bf:b1:97:8a",-59,1139694890710
"19203",2006-02-11 15:54:50,11.76,7.76,180,"00:0f:a3:39:e1:c0",-48,1139694890962
"19204",2006-02-11 15:54:50,11.76,7.76,180,"00:14:bf:3b:c7:c6",-56,1139694890962
"19205",2006-02-11 15:54:50,11.76,7.76,180,"00:14:bf:b1:97:8a",-56,1139694890962
"19206",2006-02-11 15:54:50,11.76,7.76,180,"00:14:bf:b1:97:90",-67,1139694890962
"19207",2006-02-11 15:54:50,11.76,7.76,180,"00:0f:a3:39:dd:cd",-64,1139694890962
"19210",2006-02-11 15:54:51,11.76,7.76,180,"00:0f:a3:39:e1:c0",-48,1139694891214
"19211",2006-02-11 15:54:51,11.76,7.76,180,"00:14:bf:3b:c7:c6",-54,1139694891214
"19212",2006-02-11 15:54:51,11.76,7.76,180,"00:14:bf:b1:97:8d",-56,1139694891214
"19213",2006-02-11 15:54:51,11.76,7.76,180,"00:14:bf:b1:97:8a",-57,1139694891214
"19214",2006-02-11 15:54:51,11.76,7.76,180,"00:14:bf:b1:97:81",-63,1139694891214
"19215",2006-02-11 15:54:51,11.76,7.76,180,"00:0f:a3:39:dd:cd",-64,1139694891214
"19216",2006-02-11 15:54:51,11.76,7.76,180,"00:14:bf:b1:97:90",-65,1139694891214
"19217",2006-02-11 15:54:51,11.76,7.76,180,"00:14:bf:b1:97:90",-66,1139694891214
"19218",2006-02-11 15:54:51,11.76,7.76,180,"00:14:bf:b1:97:90",-67,1139694891214
"19220",2006-02-11 15:54:51,11.76,7.76,180,"00:0f:a3:39:e1:c0",-49,1139694891466
"19221",2006-02-11 15:54:51,11.76,7.76,180,"00:14:bf:3b:c7:c6",-53,1139694891466
"19222",2006-02-11 15:54:51,11.76,7.76,180,"00:14:bf:b1:97:8a",-57,1139694891466
"19223",2006-02-11 15:54:51,11.76,7.76,180,"00:14:bf:b1:97:8d",-51,1139694891466
"19224",2006-02-11 15:54:51,11.76,7.76,180,"00:14:bf:b1:97:81",-58,1139694891466
"19225",2006-02-11 15:54:51,11.76,7.76,180,"00:14:bf:b1:97:90",-66,1139694891466
"19226",2006-02-11 15:54:51,11.76,7.76,180,"00:0f:a3:39:dd:cd",-63,1139694891466
"19229",2006-02-11 15:54:51,11.76,7.76,180,"00:0f:a3:39:e1:c0",-48,1139694891718
"19230",2006-02-11 15:54:51,11.76,7.76,180,"00:14:bf:b1:97:8d",-51,1139694891718
"19231",2006-02-11 15:54:51,11.76,7.76,180,"00:14:bf:b1:97:8a",-56,1139694891718
"19232",2006-02-11 15:54:51,11.76,7.76,180,"00:14:bf:b1:97:8a",-58,1139694891718
"19233",2006-02-11 15:54:51,11.76,7.76,180,"00:14:bf:3b:c7:c6",-55,1139694891718
"19234",2006-02-11 15:54:51,11.76,7.76,180,"00:14:bf:b1:97:90",-68,1139694891718
"19235",2006-02-11 15:54:51,11.76,7.76,180,"00:14:bf:b1:97:81",-63,1139694891718
"19236",2006-02-11 15:54:51,11.76,7.76,180,"00:0f:a3:39:dd:cd",-64,1139694891718
"19239",2006-02-11 15:54:51,11.76,7.76,180,"00:14:bf:b1:97:8d",-54,1139694891970
"19240",2006-02-11 15:54:51,11.76,7.76,180,"00:14:bf:3b:c7:c6",-55,1139694891970
"19241",2006-02-11 15:54:51,11.76,7.76,180,"00:0f:a3:39:e1:c0",-47,1139694891970
"19242",2006-02-11 15:54:51,11.76,7.76,180,"00:14:bf:b1:97:8a",-55,1139694891970
"19243",2006-02-11 15:54:51,11.76,7.76,180,"00:14:bf:b1:97:81",-59,1139694891970
"19244",2006-02-11 15:54:51,11.76,7.76,180,"00:0f:a3:39:dd:cd",-64,1139694891970
"19245",2006-02-11 15:54:51,11.76,7.76,180,"00:14:bf:b1:97:90",-62,1139694891970
"19247",2006-02-11 15:54:52,11.76,7.76,180,"00:0f:a3:39:e1:c0",-48,1139694892222
"19248",2006-02-11 15:54:52,11.76,7.76,180,"00:14:bf:b1:97:81",-58,1139694892222
"19249",2006-02-11 15:54:52,11.76,7.76,180,"00:14:bf:b1:97:90",-68,1139694892222
"19250",2006-02-11 15:54:52,11.76,7.76,180,"00:0f:a3:39:dd:cd",-66,1139694892222
"19251",2006-02-11 15:54:52,11.76,7.76,180,"00:14:bf:3b:c7:c6",-67,1139694892222
"19254",2006-02-11 15:54:52,11.76,7.76,180,"00:0f:a3:39:e1:c0",-48,1139694892474
"19255",2006-02-11 15:54:52,11.76,7.76,180,"00:14:bf:b1:97:8a",-56,1139694892474
"19256",2006-02-11 15:54:52,11.76,7.76,180,"00:14:bf:3b:c7:c6",-53,1139694892474
"19257",2006-02-11 15:54:52,11.76,7.76,180,"00:14:bf:b1:97:8d",-51,1139694892474
"19258",2006-02-11 15:54:52,11.76,7.76,180,"00:14:bf:b1:97:81",-58,1139694892474
"19259",2006-02-11 15:54:52,11.76,7.76,180,"00:0f:a3:39:dd:cd",-65,1139694892474
"19260",2006-02-11 15:54:52,11.76,7.76,180,"00:14:bf:b1:97:90",-63,1139694892474
"19262",2006-02-11 15:54:52,11.76,7.76,180,"00:14:bf:b1:97:8d",-55,1139694892726
"19263",2006-02-11 15:54:52,11.76,7.76,180,"00:0f:a3:39:e1:c0",-48,1139694892726
"19264",2006-02-11 15:54:52,11.76,7.76,180,"00:14:bf:3b:c7:c6",-57,1139694892726
"19265",2006-02-11 15:54:52,11.76,7.76,180,"00:14:bf:b1:97:8a",-57,1139694892726
"19266",2006-02-11 15:54:52,11.76,7.76,180,"00:14:bf:b1:97:90",-67,1139694892726
"19267",2006-02-11 15:54:52,11.76,7.76,180,"00:14:bf:b1:97:81",-63,1139694892726
"19268",2006-02-11 15:54:52,11.76,7.76,180,"00:0f:a3:39:dd:cd",-66,1139694892726
"19270",2006-02-11 15:54:52,11.76,7.76,180,"00:0f:a3:39:e1:c0",-48,1139694892982
"19271",2006-02-11 15:54:52,11.76,7.76,180,"00:14:bf:b1:97:81",-57,1139694892982
"19272",2006-02-11 15:54:52,11.76,7.76,180,"00:14:bf:b1:97:90",-64,1139694892982
"19273",2006-02-11 15:54:52,11.76,7.76,180,"00:14:bf:3b:c7:c6",-55,1139694892982
"19274",2006-02-11 15:54:52,11.76,7.76,180,"00:14:bf:b1:97:8d",-56,1139694892982
"19275",2006-02-11 15:54:52,11.76,7.76,180,"00:0f:a3:39:dd:cd",-63,1139694892982
"19278",2006-02-11 15:54:53,11.76,7.76,180,"00:0f:a3:39:e1:c0",-48,1139694893234
"19279",2006-02-11 15:54:53,11.76,7.76,180,"00:14:bf:3b:c7:c6",-53,1139694893234
"19280",2006-02-11 15:54:53,11.76,7.76,180,"00:14:bf:b1:97:8d",-56,1139694893234
"19281",2006-02-11 15:54:53,11.76,7.76,180,"00:14:bf:b1:97:81",-58,1139694893234
"19282",2006-02-11 15:54:53,11.76,7.76,180,"00:0f:a3:39:dd:cd",-66,1139694893234
"19283",2006-02-11 15:54:53,11.76,7.76,180,"00:14:bf:b1:97:90",-66,1139694893234
"19286",2006-02-11 15:54:53,11.76,7.76,180,"00:0f:a3:39:e1:c0",-48,1139694893486
"19287",2006-02-11 15:54:53,11.76,7.76,180,"00:14:bf:b1:97:8d",-55,1139694893486
"19288",2006-02-11 15:54:53,11.76,7.76,180,"00:14:bf:3b:c7:c6",-55,1139694893486
"19289",2006-02-11 15:54:53,11.76,7.76,180,"00:14:bf:b1:97:81",-58,1139694893486
"19290",2006-02-11 15:54:53,11.76,7.76,180,"00:0f:a3:39:dd:cd",-64,1139694893486
"19291",2006-02-11 15:54:53,11.76,7.76,180,"00:14:bf:b1:97:90",-68,1139694893486
"19294",2006-02-11 15:54:53,11.76,7.76,180,"00:0f:a3:39:e1:c0",-48,1139694893738
"19295",2006-02-11 15:54:53,11.76,7.76,180,"00:14:bf:b1:97:8d",-55,1139694893738
"19296",2006-02-11 15:54:53,11.76,7.76,180,"00:14:bf:3b:c7:c6",-56,1139694893738
"19297",2006-02-11 15:54:53,11.76,7.76,180,"00:0f:a3:39:dd:cd",-64,1139694893738
"19298",2006-02-11 15:54:53,11.76,7.76,180,"00:14:bf:b1:97:90",-67,1139694893738
"19301",2006-02-11 15:54:53,11.76,7.76,180,"00:0f:a3:39:e1:c0",-48,1139694893990
"19302",2006-02-11 15:54:53,11.76,7.76,180,"00:14:bf:3b:c7:c6",-55,1139694893990
"19303",2006-02-11 15:54:53,11.76,7.76,180,"00:14:bf:b1:97:90",-68,1139694893990
"19304",2006-02-11 15:54:53,11.76,7.76,180,"00:0f:a3:39:dd:cd",-64,1139694893990
"19307",2006-02-11 15:54:54,11.76,7.76,180,"00:0f:a3:39:e1:c0",-47,1139694894242
"19308",2006-02-11 15:54:54,11.76,7.76,180,"00:14:bf:b1:97:8a",-57,1139694894242
"19309",2006-02-11 15:54:54,11.76,7.76,180,"00:14:bf:3b:c7:c6",-56,1139694894242
"19310",2006-02-11 15:54:54,11.76,7.76,180,"00:14:bf:b1:97:8d",-55,1139694894242
"19311",2006-02-11 15:54:54,11.76,7.76,180,"00:14:bf:b1:97:90",-68,1139694894242
"19312",2006-02-11 15:54:54,11.76,7.76,180,"00:14:bf:b1:97:81",-58,1139694894242
"19313",2006-02-11 15:54:54,11.76,7.76,180,"00:0f:a3:39:dd:cd",-63,1139694894242
"19315",2006-02-11 15:54:54,11.76,7.76,180,"00:0f:a3:39:e1:c0",-47,1139694894494
"19316",2006-02-11 15:54:54,11.76,7.76,180,"00:14:bf:3b:c7:c6",-54,1139694894494
"19317",2006-02-11 15:54:54,11.76,7.76,180,"00:14:bf:b1:97:8d",-55,1139694894494
"19318",2006-02-11 15:54:54,11.76,7.76,180,"00:14:bf:b1:97:8a",-57,1139694894494
"19319",2006-02-11 15:54:54,11.76,7.76,180,"00:14:bf:b1:97:81",-58,1139694894494
"19320",2006-02-11 15:54:54,11.76,7.76,180,"00:14:bf:b1:97:90",-69,1139694894494
"19321",2006-02-11 15:54:54,11.76,7.76,180,"00:0f:a3:39:dd:cd",-66,1139694894494
"19324",2006-02-11 15:54:54,11.76,7.76,180,"00:14:bf:b1:97:8d",-52,1139694894746
"19325",2006-02-11 15:54:54,11.76,7.76,180,"00:0f:a3:39:e1:c0",-49,1139694894746
"19326",2006-02-11 15:54:54,11.76,7.76,180,"00:14:bf:3b:c7:c6",-57,1139694894746
"19327",2006-02-11 15:54:54,11.76,7.76,180,"00:14:bf:b1:97:81",-58,1139694894746
"19328",2006-02-11 15:54:54,11.76,7.76,180,"00:14:bf:b1:97:8a",-59,1139694894746
"19329",2006-02-11 15:54:54,11.76,7.76,180,"00:0f:a3:39:dd:cd",-65,1139694894746
"19330",2006-02-11 15:54:54,11.76,7.76,180,"00:14:bf:b1:97:90",-66,1139694894746
"19333",2006-02-11 15:54:54,11.76,7.76,180,"00:0f:a3:39:e1:c0",-48,1139694894998
"19334",2006-02-11 15:54:54,11.76,7.76,180,"00:14:bf:3b:c7:c6",-54,1139694894998
"19335",2006-02-11 15:54:54,11.76,7.76,180,"00:14:bf:b1:97:8d",-55,1139694894998
"19336",2006-02-11 15:54:54,11.76,7.76,180,"00:14:bf:b1:97:90",-67,1139694894998
"19337",2006-02-11 15:54:54,11.76,7.76,180,"00:0f:a3:39:dd:cd",-65,1139694894998
"19340",2006-02-11 15:54:55,11.76,7.76,180,"00:14:bf:3b:c7:c6",-55,1139694895250
"19341",2006-02-11 15:54:55,11.76,7.76,180,"00:14:bf:b1:97:8d",-56,1139694895250
"19342",2006-02-11 15:54:55,11.76,7.76,180,"00:0f:a3:39:e1:c0",-49,1139694895250
"19343",2006-02-11 15:54:55,11.76,7.76,180,"00:14:bf:b1:97:81",-57,1139694895250
"19344",2006-02-11 15:54:55,11.76,7.76,180,"00:0f:a3:39:dd:cd",-64,1139694895250
"19345",2006-02-11 15:54:55,11.76,7.76,180,"00:14:bf:b1:97:90",-70,1139694895250
"19348",2006-02-11 15:54:55,11.76,7.76,180,"00:0f:a3:39:e1:c0",-49,1139694895502
"19349",2006-02-11 15:54:55,11.76,7.76,180,"00:14:bf:3b:c7:c6",-55,1139694895502
"19350",2006-02-11 15:54:55,11.76,7.76,180,"00:14:bf:b1:97:8d",-56,1139694895502
"19351",2006-02-11 15:54:55,11.76,7.76,180,"00:14:bf:b1:97:8a",-59,1139694895502
"19352",2006-02-11 15:54:55,11.76,7.76,180,"00:0f:a3:39:dd:cd",-67,1139694895502
"19353",2006-02-11 15:54:55,11.76,7.76,180,"00:14:bf:b1:97:90",-64,1139694895502
"19354",2006-02-11 15:54:55,11.76,7.76,180,"00:14:bf:b1:97:81",-56,1139694895502
"19357",2006-02-11 15:54:55,11.76,7.76,180,"00:0f:a3:39:e1:c0",-49,1139694895754
"19358",2006-02-11 15:54:55,11.76,7.76,180,"00:14:bf:b1:97:8a",-58,1139694895754
"19359",2006-02-11 15:54:55,11.76,7.76,180,"00:14:bf:b1:97:81",-60,1139694895754
"19360",2006-02-11 15:54:55,11.76,7.76,180,"00:14:bf:b1:97:90",-66,1139694895754
"19361",2006-02-11 15:54:55,11.76,7.76,180,"00:0f:a3:39:dd:cd",-63,1139694895754
"19362",2006-02-11 15:54:55,11.76,7.76,180,"00:14:bf:b1:97:8d",-56,1139694895754
"19364",2006-02-11 15:54:56,11.76,7.76,180,"00:14:bf:3b:c7:c6",-56,1139694896006
"19365",2006-02-11 15:54:56,11.76,7.76,180,"00:0f:a3:39:e1:c0",-47,1139694896006
"19366",2006-02-11 15:54:56,11.76,7.76,180,"00:14:bf:b1:97:8d",-55,1139694896006
"19367",2006-02-11 15:54:56,11.76,7.76,180,"00:14:bf:b1:97:81",-59,1139694896006
"19368",2006-02-11 15:54:56,11.76,7.76,180,"00:0f:a3:39:dd:cd",-66,1139694896006
"19369",2006-02-11 15:54:56,11.76,7.76,180,"00:14:bf:b1:97:90",-62,1139694896006
"19370",2006-02-11 15:54:56,11.76,7.76,180,"00:14:bf:b1:97:8a",-57,1139694896006
"19373",2006-02-11 15:54:56,11.76,7.76,180,"00:14:bf:b1:97:8d",-53,1139694896258
"19374",2006-02-11 15:54:56,11.76,7.76,180,"00:0f:a3:39:e1:c0",-49,1139694896258
"19375",2006-02-11 15:54:56,11.76,7.76,180,"00:14:bf:3b:c7:c6",-56,1139694896258
"19376",2006-02-11 15:54:56,11.76,7.76,180,"00:14:bf:b1:97:81",-59,1139694896258
"19377",2006-02-11 15:54:56,11.76,7.76,180,"00:14:bf:b1:97:8a",-58,1139694896258
"19378",2006-02-11 15:54:56,11.76,7.76,180,"00:0f:a3:39:dd:cd",-64,1139694896258
"19379",2006-02-11 15:54:56,11.76,7.76,180,"00:0f:a3:39:e1:c0",-48,1139694896510
"19380",2006-02-11 15:54:56,11.76,7.76,180,"00:14:bf:3b:c7:c6",-55,1139694896510
"19381",2006-02-11 15:54:56,11.76,7.76,180,"00:14:bf:b1:97:81",-59,1139694896510
"19382",2006-02-11 15:54:56,11.76,7.76,180,"00:0f:a3:39:dd:cd",-64,1139694896510
"19383",2006-02-11 15:54:56,11.76,7.76,180,"00:14:bf:b1:97:8d",-57,1139694896510
"19384",2006-02-11 15:54:56,11.76,7.76,180,"00:14:bf:b1:97:8a",-56,1139694896510
"19386",2006-02-11 15:54:56,11.76,7.76,180,"00:0f:a3:39:e1:c0",-49,1139694896762
"19387",2006-02-11 15:54:56,11.76,7.76,180,"00:14:bf:3b:c7:c6",-54,1139694896762
"19388",2006-02-11 15:54:56,11.76,7.76,180,"00:14:bf:b1:97:8a",-57,1139694896762
"19389",2006-02-11 15:54:56,11.76,7.76,180,"00:14:bf:b1:97:8d",-56,1139694896762
"19390",2006-02-11 15:54:56,11.76,7.76,180,"00:14:bf:b1:97:81",-61,1139694896762
"19391",2006-02-11 15:54:56,11.76,7.76,180,"00:14:bf:b1:97:90",-62,1139694896762
"19392",2006-02-11 15:54:56,11.76,7.76,180,"00:0f:a3:39:dd:cd",-66,1139694896762
"19395",2006-02-11 15:54:57,11.76,7.76,180,"00:0f:a3:39:e1:c0",-49,1139694897014
"19396",2006-02-11 15:54:57,11.76,7.76,180,"00:14:bf:3b:c7:c6",-54,1139694897014
"19397",2006-02-11 15:54:57,11.76,7.76,180,"00:14:bf:b1:97:8d",-55,1139694897014
"19398",2006-02-11 15:54:57,11.76,7.76,180,"00:14:bf:b1:97:81",-61,1139694897014
"19399",2006-02-11 15:54:57,11.76,7.76,180,"00:14:bf:b1:97:90",-68,1139694897014
"19400",2006-02-11 15:54:57,11.76,7.76,180,"00:0f:a3:39:dd:cd",-66,1139694897014
"19401",2006-02-11 15:54:57,11.76,7.76,180,"00:14:bf:b1:97:8a",-56,1139694897014
"19404",2006-02-11 15:54:57,11.76,7.76,180,"00:14:bf:b1:97:8d",-50,1139694897266
"19405",2006-02-11 15:54:57,11.76,7.76,180,"00:14:bf:3b:c7:c6",-51,1139694897266
"19406",2006-02-11 15:54:57,11.76,7.76,180,"00:14:bf:b1:97:8a",-56,1139694897266
"19407",2006-02-11 15:54:57,11.76,7.76,180,"00:0f:a3:39:e1:c0",-49,1139694897266
"19408",2006-02-11 15:54:57,11.76,7.76,180,"00:0f:a3:39:dd:cd",-65,1139694897266
"19409",2006-02-11 15:54:57,11.76,7.76,180,"00:14:bf:b1:97:90",-66,1139694897266
"19410",2006-02-11 15:54:57,11.76,7.76,180,"00:14:bf:b1:97:90",-66,1139694897266
"19411",2006-02-11 15:54:57,11.76,7.76,180,"00:14:bf:b1:97:81",-62,1139694897266
"19414",2006-02-11 15:54:57,11.76,7.76,180,"00:0f:a3:39:e1:c0",-48,1139694897518
"19415",2006-02-11 15:54:57,11.76,7.76,180,"00:14:bf:b1:97:8d",-55,1139694897518
"19416",2006-02-11 15:54:57,11.76,7.76,180,"00:14:bf:3b:c7:c6",-54,1139694897518
"19417",2006-02-11 15:54:57,11.76,7.76,180,"00:14:bf:b1:97:90",-62,1139694897518
"19418",2006-02-11 15:54:57,11.76,7.76,180,"00:14:bf:b1:97:8a",-56,1139694897518
"19419",2006-02-11 15:54:57,11.76,7.76,180,"00:0f:a3:39:dd:cd",-63,1139694897518
"19422",2006-02-11 15:54:57,11.76,7.76,180,"00:14:bf:3b:c7:c6",-53,1139694897770
"19423",2006-02-11 15:54:57,11.76,7.76,180,"00:0f:a3:39:e1:c0",-49,1139694897770
"19424",2006-02-11 15:54:57,11.76,7.76,180,"00:14:bf:b1:97:81",-57,1139694897770
"19425",2006-02-11 15:54:57,11.76,7.76,180,"00:14:bf:b1:97:8a",-59,1139694897770
"19426",2006-02-11 15:54:57,11.76,7.76,180,"00:14:bf:b1:97:90",-65,1139694897770
"19427",2006-02-11 15:54:57,11.76,7.76,180,"00:14:bf:b1:97:90",-66,1139694897770
"19428",2006-02-11 15:54:57,11.76,7.76,180,"00:0f:a3:39:dd:cd",-64,1139694897770
"19431",2006-02-11 15:54:58,11.76,7.76,180,"00:0f:a3:39:e1:c0",-49,1139694898022
"19432",2006-02-11 15:54:58,11.76,7.76,180,"00:14:bf:3b:c7:c6",-55,1139694898022
"19433",2006-02-11 15:54:58,11.76,7.76,180,"00:14:bf:3b:c7:c6",-55,1139694898022
"19434",2006-02-11 15:54:58,11.76,7.76,180,"00:14:bf:b1:97:8d",-56,1139694898022
"19435",2006-02-11 15:54:58,11.76,7.76,180,"00:14:bf:b1:97:8a",-57,1139694898022
"19436",2006-02-11 15:54:58,11.76,7.76,180,"00:14:bf:b1:97:90",-63,1139694898022
"19437",2006-02-11 15:54:58,11.76,7.76,180,"00:0f:a3:39:dd:cd",-64,1139694898022
"19440",2006-02-11 15:54:58,11.76,7.76,180,"00:14:bf:b1:97:8d",-53,1139694898274
